name	webpage	institution	country	address	lat	long	exp_theor	fields	people	atom	comment
Goldwin Group	http://mpa.ac.uk/muarc/people/jongoldwin.html	University of Birmingham	United Kingdom		52.4508168	-1.9305135	Exp	Cavity QED,, quantum degenerate Fermi gases.		Rb	See also: Bongs group, Boyer group, Goldwin group.
Gorceix Group	http://www-lpl.univ-paris13.fr:8082/	Université Paris Nord / CNRS	France		48.956155	2.341454	Exp	Our experiment creates dipolar Bose Einstein Condensates (BECs) of Cr atoms. In the last decade, the study of such ultracold atom gases has become an interdisciplinary and fascinating field. The realization of degenerate quantum gases opens the way to perform fundamental studies in quantum physics with an almost ideal dilute system displaying tunable properties (density, temperature, interaction strength, ...). This model system can be studied in a highly versatile environment since confining potentials can be tailored at will. Furthermore, since the analysis protocols benefit from the reliability of the laser spectroscopy techniques, the comparison between experimental outcomes and theoretical predictions is much sounder than what is usually met in condensed matter.                To date the available atomic quantum gases are made of atoms interacting through isotropic short-range potentials. The long-range anisotropic dipole-dipole interaction between atoms carrying a large magnetic moment is expected to induce a wealth of new properties. For example, a supersolid phase arises when a dipolar quantum gas is transfered  in a 2D lattice.        The magnetic dipole moment of chromium in the ground state is 6µB. Due to this exceptionally large dipole moment, chromium degenerate gases represent ideal systems to investigate quantum dynamics under the influence of dipolar interactions.        As a first stage to reach degeneracy, we set up a magneto-optical trap for the most abundant bosonic isotope 52Cr and for the fermionic isotope 53Cr. The two isotopes can be trapped separately as well as simultaneously producing a cold dipolar boson-fermion mixture. We studied the collisional properties of these cold gases. In a second stage, several millions 52Cr atoms are optically trapped at the focus of a powerful infrared laser at a temperature on the order of 100µK. Finally, we evaporatively cool the trapped 52Cr atoms down to degeneracy.        We have studied the collective excitations of the chromium BEC and demonstrated the impact of the anisotropic dipole-dipole interactions on the frequencies of the low-energy collective vibration modes of the trapped BEC. In a further set of experiments, we have studied S=3-spin dynamics using our Cr-BECs either in 3D or in restricted 2D and 1D geometries. At very low magnetic fields, spontaneous demagnetization occurs which enables the study of the S=3-spinor physics.        We plan to reach degeneracy for the fermionic isotope 53Cr , and to create strongly correlated systems, by extending our current experiments on the loading of our condensates into optical lattices. This will meet the current burst of interest in the statistical physics of such systems related to the field of quantum magnetism and will open new avenues for the processing of quantum information.                Selected recent publications        Q. Beaufils et al, All-optical Bose-Einstein Condensation of Chromium, Phys. Rev. A 77, 061601 R (2008),,        G. Bismut et al., Collective excitations of a dipolar BEC, Phys. Rev. Lett., 105, 040404 (2010),,        B. Pasquiou et al., Spin relaxation and band excitation of a dipolar BEC in 2D optical lattices, Phys. Rev. Lett. 160, 015301 (2011)	Olivier GORCEIX, Pr. (group leader),                Bruno LABURTHE-TOLRA, CNRS Research Associate,        Etienne MARECHAL, CNRS Engineer,        Paolo PEDRI, Assistant Professor,        Laurent VERNAC, Assistant Professor,                Gabriel BISMUT, PhD student,        Benjamin PASQUIOU, PhD student,	Cr, Sr	Location of Université Paris 13.
Greene Group	http://fermion.colorado.edu/~chg/NewPages/	JILA, Boulder	United States of America		40.0074363	-105.2686481	Theory			theory	
Greiner Group	http://greiner.physics.harvard.edu/	Harvard	United States of America		42.3770029	-71.1166601	Exp			Rb, Li, Er	
Grimm Group	http://www2.uibk.ac.at/exphys/ultracold/	Innsbruck	Austria		47.2692124	11.4041024	Exp			RbCs, Cs, LiK, KCs, DyK	See also Ferlaino group. Possibly also Cr.
Guery-Odelin Group	http://www.coldatomsintoulouse.com/	LCAR, Université Paul Sabatier (Toulouse)	France		43.5603781	1.4688585	Exp	Research topics: Production, manipulation, and evaporative cooling of ultracold atomic beam,, atom laser,, Maxwell's demon ,, spinor condensate	Thierry Lahaye & Renaud Mathevet	unknown	Webpage doesn't work (17.02.2018).
Hadzibabic Group	http://www.amop.phy.cam.ac.uk/amop-zh/index.html	Cambridge University	United Kingdom		52.2042666	0.1149085	Exp			Rb, K or Rb+K	
Hall Group	http://jilawww.colorado.edu/hall/	JILA, Boulder	United States of America		40.0074363	-105.2686481	Exp	My research interests include laser stabilization and precise scan techniques using interferometry and/or heterodyne techniques, amplitude stabilization near the "photon-shot-noise" level with classical electro-optical methods, and "squeezed" beams of sub-shot-noise level or correlated photons produced in nonlinear interactions. I pursue continuous-wave approaches for application in both gravity-wave antennas and measurement of magnetically induced birefringence of the vacuum. Optical atomic clocks based on a strontium "atomic fountain" will allow "ultra-resolution" determination of linewidths < 10 Hz. A new modulation detection scheme permits cavity-enhanced nonlinear spectroscopy that provides unprecedented sensitivity (<10^-12 absorption) using molecular overtone transitions in the near-visible infrared.		unknown	
Hannaford / CAOUS Group	http://www.swinburne.edu.au/engineering/caous/	Swinburne	Australia		-37.8221504	145.0389546	Exp/Theory		Andrei Sidorov, Brenton Hall, Russel McLean, David Gough, James Wang, Bryan Dalton, Tien Kieu, Peter Hannaford	LiK, Rb	See also Hannaford / CAOUS group, Sidorov group, Vale group.
Hänsch Group	http://www.mpq.mpg.de/~haensch/	LMU München/MPQ	Germany		48.2596644	11.666723	Exp			Ions? He+?	
Hau Group	http://www.deas.harvard.edu/haulab/	Harvard	United States of America		42.3770029	-71.1166601	Exp			Rb, Na	
Havey Group	http://www.lions.odu.edu/~mhavey/Havey_Research_Group/Home.html	Old Dominion University	United States of America		36.8856104	-76.3067777	Exp	Quantum optics in dense and cold samples,, EIT, super- and sub-radiant scattering.	Mark Havey, Dmitriy Kupriyanov, Igor Sokolov.  Collaborators:  Charles Sukenik, A. Sieradzan	Rb	
Heinzen Group	http://www.ph.utexas.edu/dept/research/heinzen/	Texas, University of	United States of America		30.2849185	-97.7340567	Exp			Rb, He, Li, Cs	Webpage doesn't work. New https://web2.ph.utexas.edu/~coldatom/
Hinds Group	http://www.imperial.ac.uk/ccm/	Imperial College	United Kingdom		51.4987997	-0.1748772	Exp			Li(molecules), CaF, YbF, He?	
Holland Group	http://bdagger.colorado.edu/	JILA, Boulder	United States of America		40.0074363	-105.2686481	Theory		J. Cooper	theory	Webpage doesn't work (19.02.2018).
Hoogerland Group	http://qilab.phy.auckland.ac.nz/	University of Auckland	New Zealand		-36.8523378	174.7691073	Exp			Rb, Cs	
Hughes Group	http://massey.dur.ac.uk/	Durham University	United Kingdom		54.7649859	-1.5782029	Exp	Atom optics. Laser cooling of atoms and molecules.		Rb, CsYb, Ca, RbCs, Sr	See also: Adams group, Cornish group, Gardiner group, Hughes group, Hutson group, Parker group, Proukakis group.
Hulet Group	http://atomcool.rice.edu/	Rice	United States of America		45.7529003	-94.2223283	Exp			Li	
Hutchinson Group	http://www.physics.otago.ac.nz/research/uca/index.html	Otago	New Zealand		-45.4790671	170.1547567	Theory			theory	Redirects to the whole deprtment of physics. See also other groups at Otago.
Hutson Group	http://community.dur.ac.uk/j.m.hutson/jmh.group.html	Durham University	United Kingdom		54.7649859	-1.5782029	Theory	Formation and properties of ultracold molecules, both from cold atomic gases and by direct cooling. Ultracold atomic and molecular collisions. Bound states of atomic and molecular pairs, including calculations in applied fields. Interatomic and intermolecular potential energy surfaces.	Jeremy M. Hutson	Rb, CsYb, Ca, RbCs, Sr, theory	See also: Adams group, Cornish group, Gardiner group, Hughes group, Hutson group, Parker group, Proukakis group.
Inguscio Group	http://quantumgases.lens.unifi.it	LENS Firenze	Italy		43.818864	11.192811	Exp/Theory	BEC, Heteronuclear Fermi-Bose mixtures, Heteronuclear Bose-Bose mixtures	Chiara Fort, Francesco Minardi, Giovanni Modugno, Michele Modugno	Rb, Dy, LiBa+, CrLi, K, KRb, Yb	See also Inguscio group, Tino group.
Jaksch Group	http://www.physics.ox.ac.uk/qubit/	Oxford	United States of America		34.3664951	-89.5192484	Theory	Our research focuses on Quantum Optics, Ultra-cold physics such as optical lattices, Bose-Einstein condensation, and applications to Quantum Information Processing.		theory	New webpage http://www.physics.ox.ac.uk/groups/qubit/
Jeglič/Zupanič Group	http://ultracool.ijs.si	Jozef Stefan Institute	Slovenia		46.0423559	14.4878586	Exp	Cesium BEC, cesium magnetometer	Tadej Mežnaršič, Rok Žitko, Erik Zupanič, Peter Jeglič	Cs	
Jendrzejewski Group	http://www.kip.uni-heidelberg.de/user/fnj/	Heidelberg University	Germany		49.4191402	8.6702492	Exp	Ultracold atomic mixtures		unknown	
Jo Group	http://ultracold.ust.hk/	HKUST	Hong Kong		22.3363998	114.2654655	Exp			Yb	
Jochim Group	http://www.lithium6.de	Heidelberg	Germany		49.3987524	8.6724335	Exp	Ultracold fermions and few-body systems		Li	
Kaiser Group	http://www.inln.cnrs.fr/activites/themesrecherche/atomes-froids	INLN, CNRS	France		43.6172824	7.0600584	Exp/Theory	Cold Atoms and Light Scattering,,        Coherent Backscattering, Anderson Localisation of light,,        Dicke super- and subradiance,,        Random Lasing,,        Levy Flights,,        Long Range Interactions,,        Quantum Optics,,        Cold Atoms and Astrophysics,,	Robin Kaiser        William Guerin	unknown	New webpage http://inphyni.cnrs.fr/fr/education/ondes-et-physique-quantique/atomes-froids-af , can't find english page. See also Kaiser group, Labeyrie group.
Kaltenbaek Group	None	University of Vienna	Austria		48.2131855	16.3600504	Exp/Theory			unknown	
Kapteyn Group	http://jilawww.colorado.edu/kmgroup/	JILA, Boulder	United States of America		40.0074363	-105.2686481	Exp	My major interest includes the development of new light sources at short wavelengths and their use to study dynamic processes in material and chemical systems. In particular, the recent development of high-energy ultrashort-pulse laser technology (in large part by the research group I co-lead with Professor Murnane) allows generation of coherent extreme-ultraviolet (EUV) and soft-X-ray bursts of femtosecond (10-15 sec) and even attosecond duration. (For comparison, the ratio of 1 femtosecond to 1 second is about the same as the ratio of 1 second to 30 million years.) The time scales probed by these light pulses correspond to those of chemical reactions and dynamic processes in semiconductors. Thus short-pulse short-wavelength light provides researchers with a unique tool to observe specific atoms, leading to a deeper understanding of the microscopic mechanisms. In recent years, our group has developed a variety of new techniques to efficiently upconvert ultrashort laser pulses coherently into the EUV and soft-X-ray regions of the spectrum. I am also a founding member of the National Science Foundation Engineering Research Center in Extreme Ultraviolet Science and Technology (http://euverc.colostate.edu/) and co-founder of a successful laser company (www.kmlabs.com).		unknown	
Kastberg Group	http://www.phys.umu.se/coldmatter/	Umeå University	Sweden		63.8205484	20.3036711	Exp/Theory	Coherent Matter and Quantum State Manipulation in Optical Lattices.		unknown	Webpage doesn't work (17.02.2018).
Ketterle Group	http://cua.mit.edu/ketterle_group/	MIT, Cambridge	United States of America		42.360091	-71.09416	Exp			Rb, Na, Li, Dy	
Kheruntsyan Group	http://physics.uq.edu.au/people/kherunts/	University of Queensland	Australia		-27.4954306	153.0120301	Theory	Degenerate quantum gases and atom optics		He, theory	
Killian Group	http://www.owlnet.rice.edu/~killian/index.shtml	Rice	United States of America		45.7529003	-94.2223283	Exp	Ultracold neutral plasmas and ultracold atomic gases.		Sr	
Kivshar Group	http://rsphy2.anu.edu.au/nonlinear/	ANU, Canberra	Australia		-35.2776999	149.118527	Theory	The Nonlinear Physics Centre is engaged in the fundamental research on nonlinear phenomena and nonlinear localized waves and solitons in various branches of physics. The interdisciplinary research of the group covers several topics such as nonlinear effects in bulk media and optical fibers, all-optical switching devices, nanooptics and photonic crystals, self-trapping effects and energy transfer in condensed matter physics and biopolymers, nonlinear atom optics and the dynamics of the Bose-Einstein condensates.	Dragomir N. Neshev, Anton S. Desyatnikov, Elena A. Ostrovskaya	theory	Webpage doesn't work (16.02.2018).
Kjaergaard Group	http://www.otago.ac.nz/physics/staff/NielsKjaergaard.html	University of Otago	New Zealand		-45.8646835	170.5144227	Exp			Rb	
Kleinert Group	http://www.willamette.edu/~mkleiner/Atom_Cooling_%26_Trapping/Welcome.html	Willamette University	United States of America		44.9359709	-123.0318598	Exp	Mixed species MOT Rb/Sr.		Rb, Sr	
Köhl Group	https://www.quantum.uni-bonn.de/	University of Bonn	Germany		50.7267715	7.0865227	Exp	BEC, Fermi gases, single atoms		unknown	
Krems Group	http://www.chem.ubc.ca/faculty/krems/	UBC	Canada		49.2606052	-123.2459938	Theory	The goal of our research is to understand the nature of chemical reactions and find mechanisms to control chemical reactions with external radiation and electromagnetic fields.		theory	
Kuga Group	https://www.researchgate.net/profile/Takahiro_Kuga	Tokyo	Japan		35.6894875	139.6917064	Exp			Rb, Na	
Labeyrie Group	http://www.inln.cnrs.fr/rubrique.php3?id_rubrique=150	INLN, Nice	France		43.6172824	7.0600584	Exp/Theory		George Batrouni (Professeur), Frédéric Hébert (Maître de Conférences), Guillaume Labeyrie (Chargé de Recherche), Christian Miniatura (Directeur de Recherche), Patrizia Vignolo (Professeur)	unknown	New webpage http://inphyni.cnrs.fr/fr/education/ondes-et-physique-quantique/atomes-froids-af , can't find english page. See also Kaiser group, Labeyrie group.
Lahaye Group	None	Institut d'Optique	France		48.71374	2.2034927	Exp/Theory			unknown	
Landragin Group	http://syrte.obspm.fr/tfc/capteurs_inertiels/frame.html?http://syrte.obspm.fr/tfc/capteurs_inertiels/	SyRTE/Observatoire de Paris	France		48.8358925	2.3365123	Exp			unknown	
Lane Group	http://www.ch.qub.ac.uk/staff/lane/index.html	Queen's University of Belfast	United Kingdom		54.5844087	-5.9340493	Exp/Theory	Studying ultracold reactions and new methods of cooling molecules and atoms		unknown	Webpage redirects to School Of Chemistry And Chemical Engineering (15.02.2018).
Leanhardt Group	http://www-personal.umich.edu/~aehardt/	University of Michigan	United States of America		42.2780436	-83.7382241	Exp	Search for permanent electron dipole moment. Yb and tungsten carbide setups.		unknown	Webpage doesn't work (19.02.2018).
LeBlanc Group	https://sites.ualberta.ca/~ljleblan/	University of Alberta	Canada		53.5232189	-113.5263186	Exp			Rb	
Lev Group	http://research.physics.illinois.edu/Lev/LevLab/Home.html	Stanford University	United States of America		37.4274745	-122.169719	Exp	ultracold dipolar gases,, atom chips,, many body cavity QED		Dy	New webpage http://levlab.stanford.edu/
Lewandowski Group	http://jilawww.colorado.edu/lewandowskilab/	JILA, Boulder	United States of America		40.0074363	-105.2686481	Exp	My group uses a two-step process to prepare ultracold molecules of NH, a simple free radical. The first step, supersonic expansion, forces NH molecules through a small opening into a vacuum system, where intermolecular collisions cool the rapidly expanding gas (400 m/s) to less than 1 K. The second step uses varying electric fields (Stark deceleration) to slow the cold molecules to rest. Once the molecules are cold and stopped, we can subject them to magnetic trapping, electrostatic trapping, laser cooling, or sympathetic cooling. I plan to work with theorist John Bohn to investigate collisions of cold polar NH radicals (produced in this process) with each other and with ultracold atoms such as Rb.		Rb, molecules	NH molecules.
Liu Group	http://physics.okstate.edu/liu/index.html	Oklahoma State University	United States of America		36.1270236	-97.0737222	Exp			Rb, Na	
Lundblad Group	http://abacus.bates.edu/~nlundbla	Bates College	United States of America		44.1057216	-70.2021865	Exp	Ultracold gases, Bose-Einstein condensation, optical lattices with novel band structure	Nathan Lundblad	Rb	
Macrì Group	http://statphys.fisica.ufrn.br/macri	Universidade Federal do Rio Grande do Norte	Brazil		-5.8393707	-35.2007727	Theory	We are a research group working in the field of ultracold quantum matter at the interface of statistical physics, atomic and molecular physics and condensed matter physics.	Tommaso Macrì	theory	
Madison Group	http://www.physics.ubc.ca/~qdg/	UBC	Canada		49.2606052	-123.2459938	Exp			Na, Rb, Li	
Magierski Group	http://www.fizyka.pw.edu.pl/nuclear/index.html	Faculty of Physics, Warsaw University of Technology	Poland		52.2212012	21.0080857	Theory	Theoretical description of nonequilibrium processes in superfluid Fermi systems: atomic nuclei and quantum gases.        Concerning quantum gases we are interested in physics of BEC-BCS crossover, dynamics of superfluid vortices, quantum turbulence, hydrodynamics and viscosity.        In the case of nuclear systems we are interested in large amplitude nuclear dynamics and in particular        microscopic description of fission/fusion, induced fission and low energy nuclear reactions.        We use mainly the following theoretical tools:        Path Integral Monte Carlo approach, Density Functional Theory (static and time-dependent).        Computational tools: In order to address certain questions concerning strongly interacting quantum systems one needs (super)computers. We use both CPU machines which allow for a massively parallel computing, as well as those with hybrid architecture (CPUs + GPUs).	Piotr Magierski, Gabriel Wlazłowski, Janusz Oleniacz, Janina Grineviciute, Kazuyuki Sekizawa	theory	
Marcassa Group	http://www.fotonica.ifsc.usp.br/research/atomic.php	University of São Paulo	Brazil		-23.5613991	-46.7307891	Exp	Our laboratory is dedicated to the study of atomic interaction in cold trapped atom samples. In order to achieve such goal, we apply laser cooling and trapping techniques on potassium and rubidium atoms.	Luis G. Marcassa	K, Rb	Possibly K+Rb.
Martin Group	http://www.science.uwaterloo.ca/~jddmarti/	Waterloo	Canada		43.4642578	-80.5204096	Exp	Experimental Atomic, Molecular and Optical Physics (AMO).          More        specifically, interactions between highly excited "Rydberg" atoms,        and between Rydberg atoms and surfaces, using laser cooling and        trapping techniques.          More information ...		Rb	
McGuirk Group	http://www.sfu.ca/physics/faculty/mcguirk.html	Simon Fraser University	Canada		49.2780937	-122.9198833	Exp	Ultracold degenerate gases, Bose-Einstein condensation (BEC), Atom-based precision measurements, Novel quantum states		unknown	Webpage doesn't work (16.02.2018). The new webpage seems to be https://www.sfu.ca/physics/research/groups/mcguirk-group.html .
Mekhov Group	http://www2.physics.ox.ac.uk/research/quantum-optics-of-quantum-many-body-systems	University of Oxford	United Kingdom		51.7548164	-1.2543668	Theory	Quantum Optics of Ultracold Gases (quantum measurements, light scattering, cavity QED, optical lattices). Optically dense media, strong light-matter coupling, superradiance, polaritons		theory	
Meschede Group	http://agmeschede.iap.uni-bonn.de	IAP, University of Bonn	Germany		50.728593	7.0884179	Exp	Single atoms, cavity QED, quantum transport in optical lattices, controlled coherent collisions for quantum information science	Wolfgang Alt	Rb, Cs	Rb experiment moved to Widera group (Kaiserslautern University).
Moritz Group	http://www.physik.uni-hamburg.de/ilp/moritz/	University of Hamburg	Germany		53.5665641	9.9846195	Exp	BEC, cold Fermi gases, optical lattices, low-dimensional systems, strongly correlated systems		Li	Webpage has https problems. Then redirects to http://photon.physnet.uni-hamburg.de/en/ilp/moritz/ .
Möttönen Group	http://fyslab.tkk.fi/qcd/	Helsinki University of Technology	Finland		60.1726348	24.9510419	Exp/Theory	The research fields of the group are the following: creation and stability of vortices and monopoles in dilute Bose-Einstein condensates (theory), quantum information processing (exp/theory), nanoelectronics (exp/theory).		theory	
Muga Group	http://tp.lc.ehu.es/qist/	UPV-EHU	Spain		43.3104637	-2.0113402	Theory	We investigate the dynamics and control of ultracold atoms.        Recent lines of interest are        - The atom diode: one way laser barriers for atomic motion        - Shortcuts to adiabaticity: methods to accelerate expansions, transport and internal state manipulations without final excitations.        - Diffraction in time: a phenomenon analogous to diffraction of light but due to time-dependent obstacles and slits. It will be of increasing importance in cold atom dynamics and applications such as the atom laser, time of flight and ultrashort pulses        techniques.		theory	Webpage doesn't work (17.02.2018).
Mukai Group	http://www.brl.ntt.co.jp/people/tetsuya/	NTT, Atsugi	Japan		35.4404896	139.3156111	Exp			Rb, Cs	
Murnane Group	http://jilawww.colorado.edu/kmgroup/	JILA, Boulder	United States of America		40.0074363	-105.2686481	Exp	My research focuses on the generation and application of ultrafast light pulses of only a few cycles in duration. For this work, Prof. Kapteyn and I design and build new types of lasers and investigate new methods for optical pulse shaping and control. One application of extremely short light pulses is to use them to generate coherent X-ray beams. These femtosecond (and possibly attosecond) duration X-ray pulses can be used to study nonlinear optics in regimes not accessible with any other techniques, for holography and microscopy, or to visualize the fastest processes in chemical and material systems. At present, we have a diverse mixture of physicists, engineers, and chemical physicists in our group.		unknown	
O'Dell Group	http://www.physics.mcmaster.ca/people/faculty/O'Dell/O'Dell_DHJ_h.html	McMaster University	Canada		43.260879	-79.9192254	Theory	We study diverse problems in cavity-QED, quantum impurities, optomechanics, dipole-dipole interactions and quantum catastrophes.		theory	Webpage doesn't work (16.02.2018). The new wepage seems to be https://physwww.physics.mcmaster.ca/people/faculty/O'Dell/O'Dell_DHJ_h.html .
O'Hara Group	http://www.phys.psu.edu/people/display/index.html?person_id=4224	Penn State	United States of America		40.7982133	-77.8599084	Exp			unknown	New webpage http://www.phys.psu.edu/people/kmo10
Ohmori Group	http://groups.ims.ac.jp/organization/ohmori_g/index-e.html	Institute for Molecular Science	Japan		34.9477234	137.1665209	Exp			unknown	
Ott Group	http://www.physik.uni-kl.de/en/ott/home/	Kaiserslautern	Germany		49.4400657	7.7491265	Exp	n our research group we study the microscopic structure of ultracold quantum gases. We are especially interested in fundamental experiments in quantum atom optics, quantum simulation and quantum information processing.		Rb	
Paramekanti Group	http://www.physics.utoronto.ca/~arunp	University of Toronto	Canada		43.6628917	-79.3956564	Theory	Ultracold atoms in gauge fields, Mott insulators, Quench dynamics, Optical lattices		theory	Redirects to https://paramekanti.weebly.com/
Parker Group	http://www.jqc.org.uk/people/nick-parker/30/	Newcastle and Joint Quantum Centre	United Kingdom		54.77525	-1.584852	Theory	Matter-wave solitons and vortices                        Quantum turbulence                Quantum gases with long-range interactions                Multi-component condensates		Rb, CsYb, Ca, RbCs, Sr, theory	Webpage doesn't work (15.02.2018). See also: Adams group, Cornish group, Gardiner group, Hughes group, Hutson group, Parker group, Proukakis group.
Pelster Group	http://www.theo-phys.uni-essen.de/tp/ags/pelster_dir/	Universität Kaiserslautern	Germany		49.4253774	7.7555496	Theory	dirty bosons, dipolar quantum gases, atoms in optical lattices, rotating BECs, boson-fermion mixtures, spinor Bose and Fermi gases		theory	
Perrin Group	http://www-lpl.univ-paris13.fr/bec/	Université Paris Nord / CNRS	France		48.956155	2.341454	Exp/Theory		Hélène Perrin (CNRS)	Rb, Na	Location of Université Paris 13.
Pethick/Smith Group	http://www.cold-gases.nbi.dk/	Niels Bohr Institute/Nordita	Denmark		55.696947	12.571562	Theory	The group works on a variety of problems in ultracold gases and quantum information.	Ben Mottelson,        Christopher Pethick,        Henrik Smith,        Anders Sørensen	theory	Webpage doesn't work (15.02.2018). Location of Niels Bohr Institute.
Pfau Group	http://www.pi5.uni-stuttgart.de/index.php	Universtity of Stuttgart	Germany		48.7816472	9.1724985	Exp	dipolar quantum gases, optical lattices, ultracold Rydberg matter, atom deposition	Tilman Pfau, Jürgen Stuhler	Cr, Dy, Rb, Er	
Phelps Group	http://jilawww.colorado.edu/~avp/	JILA, Boulder	United States of America		40.0074363	-105.2686481	Exp/Theory	My recent research includes analyses of measurements and modeling of ion, fast neutral, and electron processes in low-current, low-pressure discharges and in the cathode region of glow discharges. I currently model the measured radiation from discharges in hydrogen and hydrogen-rare gas mixtures as well as develop and test heavy-particle cross-section sets for use in these and related models.		unknown	
Phillips Group	http://physics.nist.gov/Divisions/Div842/Gp4/group4.html	NIST, Gaithersburg	United States of America		39.1380532	-77.2208339	Exp		Kristian Helmerson, Paul D. Lett, James Porto	Rb, Na	
Pillet Group	http://www.lac.u-psud.fr/	CNRS, Univ. Paris Sud	France		48.827265	2.276624	Exp/Theory	Experiments: cold molecules,, BEC of caesium,, cold Rydberg gases and ultracold plasmas,, Stark deceleration of Rydberg molecules.        Theory: Control of collision dynamics by laser pulses - photoassociation,, control of interactions in an atomic BEC,, control of interaction in 3-body collisions - formation of triatomic molecules,, electronic structures - Feshbach resonances.	Experiments: Pierre Pillet, Daniel Comparat, Nicolas Vanhaecke        Theory: Mireille Aymar, Nadia Bouloufa, Anne Crubellier, Olivier Dulieu, Eliane Luc-Koenig, Françoise Masnou-Seeuws	Rb, Er	Hard to find english pages. See also Dulieu group, Pillet group.
Polzik Group	http://www.nbi.ku.dk/side24813.htm	Niels Bohr Institute	Denmark		55.6969496	12.5715789	Exp			unknown	Webpage doesn't work (15.02.2018).
